Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP102724,Male,No,0,Graduate,,2045,0,112,360,1,Urban,Y
LP102725,Male,Yes,2,Graduate,No,2165,0,260,360,1,Urban,N
LP102726,Male,No,0,Graduate,No,5166,0,135,360,1,Urban,Y
LP102727,Male,No,1,Graduate,Yes,4750,0,111,360,1,Rural,Y
LP102728,Male,Yes,0,Graduate,,3887,1083,225,180,1,Semiurban,Y
LP102729,Male,Yes,2,Graduate,No,6000,800,120,360,1,Semiurban,Y
LP102730,Male,No,0,Graduate,No,5532,2115,138,360,1,Semiurban,Y
LP102731,Female,No,0,Not Graduate,No,2031,0,312,360,1,Rural,Y
LP102732,Male,Yes,2,Graduate,No,2346,0,100,360,1,Rural,Y
LP102733,,No,0,Graduate,No,2083,3053,70,360,1,Urban,Y
LP102734,Male,No,0,Graduate,No,4333,0,185,360,1,Rural,Y
LP102735,Male,Yes,0,Not Graduate,No,6325,0,187,360,0,Urban,N
LP102736,Female,Yes,2,Graduate,No,7933,0,108,360,1,Rural,N
LP102737,Female,No,0,Graduate,No,8799,0,121,360,1,Rural,Y
LP102738,Male,Yes,0,Graduate,No,2875,0,187,360,1,Urban,Y
LP102739,Male,Yes,0,Graduate,No,2483,0,110,360,1,Semiurban,Y
LP102740,Male,No,0,Graduate,No,5000,1560,113,360,1,Rural,Y
LP102741,Female,Yes,3+,Graduate,No,2178,20000,142,360,1,Semiurban,Y
LP102742,Male,Yes,0,Graduate,No,3158,1950,125,300,1,Urban,Y
LP102743,Male,No,1,Not Graduate,No,3948,0,90,360,1,Urban,N
LP102744,Male,Yes,0,Graduate,No,3992,1590,138,360,1,Urban,N
LP102745,Male,No,0,Graduate,No,4050,2340,164,360,1,Rural,Y
LP102746,Female,No,1,Not Graduate,No,2395,0,96,360,1,Semiurban,Y
LP102747,Female,Yes,1,Graduate,No,8080,1851,160,360,1,Semiurban,N
LP102748,Male,No,1,Graduate,No,1820,0,115,360,nan,Rural,N
LP102749,Male,Yes,1,Graduate,No,2221,0,60,360,1,Rural,N
LP102750,Female,Yes,0,Graduate,No,1836,0,158,240,1,Urban,N
LP102751,Male,No,0,Graduate,Yes,2980,3021,300,360,1,Semiurban,Y
LP102752,Female,Yes,0,Graduate,No,4226,3230,172,360,1,Urban,N
LP102753,Male,No,0,Graduate,No,1500,0,100,180,1,Urban,Y
LP102754,Male,Yes,0,Graduate,No,2965,1560,296,360,1,Urban,Y
LP102755,Male,No,3+,Graduate,Yes,5818,0,151,240,1,Semiurban,N
LP102756,Male,No,1,Graduate,Yes,8750,7101,120,360,1,Semiurban,Y
LP102757,,Yes,3+,Not Graduate,No,1928,1376,113,360,1,Urban,Y
LP102758,Male,Yes,2,Graduate,No,2875,0,120,360,0,Rural,Y
LP102759,Female,Yes,0,Graduate,No,19484,0,152,360,0,Urban,Y
LP102760,Female,Yes,0,Graduate,Yes,4050,2253,9,360,1,Rural,Y
LP102761,Female,Yes,2,Graduate,,2876,2275,nan,360,nan,Semiurban,Y
LP102762,Male,Yes,0,Graduate,No,3166,2773,70,360,1,Urban,Y
LP102763,Female,No,2,Graduate,No,4167,0,180,360,1,Semiurban,N
LP102764,Male,Yes,0,Graduate,No,4166,2405,120,360,0,Urban,Y
LP102765,,Yes,0,Not Graduate,No,4885,0,40,360,1,Urban,Y
LP102766,Male,No,0,Graduate,Yes,4895,2083,112,36,0,Semiurban,Y
LP102767,Male,No,0,Graduate,Yes,150,0,116,360,1,Semiurban,Y
LP102768,Male,Yes,0,Graduate,Yes,6383,2925,118,360,1,Semiurban,Y
LP102769,Male,Yes,1,Not Graduate,,4695,985,104,480,1,Rural,Y
LP102770,Male,Yes,1,Graduate,No,4180,1915,137,360,1,Rural,Y
LP102771,Male,Yes,1,Not Graduate,No,1977,2333,500,180,1,Semiurban,Y
LP102772,Male,Yes,0,Not Graduate,No,7740,2925,55,nan,1,Urban,N
LP102773,Male,Yes,,Graduate,No,1820,0,155,180,0,Rural,Y
LP102774,Male,Yes,0,Not Graduate,Yes,210,1983,107,360,1,Urban,Y
LP102775,Male,Yes,0,Graduate,No,2958,2859,112,360,0,Semiurban,Y
LP102776,Male,Yes,2,Graduate,No,14583,0,279,240,1,Urban,N
LP102777,Female,Yes,0,Graduate,,2366,0,131,360,1,Urban,Y
LP102778,Male,Yes,0,Not Graduate,No,2137,0,128,360,1,Urban,N
LP102779,Male,No,0,Graduate,No,5800,0,132,240,1,Semiurban,N
LP102780,Male,Yes,0,Graduate,No,3691,0,228,360,1,Semiurban,Y
LP102781,Male,Yes,0,Graduate,No,3522,3066,55,360,1,Urban,Y
LP102782,Male,No,1,Graduate,No,4695,5500,236,360,1,Semiurban,N
LP102783,Male,Yes,1,Graduate,No,3075,4416,55,360,1,Urban,Y
LP102784,Male,Yes,0,Graduate,No,6000,0,104,360,nan,Rural,Y
LP102785,Male,Yes,0,Graduate,Yes,7933,1287,44,360,1,Urban,Y
LP102786,Female,Yes,2,Graduate,Yes,3167,1664,nan,360,0,Urban,Y
LP102787,Female,No,0,Not Graduate,No,2645,1917,71,240,0,Rural,N
LP102788,Male,Yes,0,Not Graduate,No,1993,0,73,360,1,Urban,N
LP102789,Male,Yes,0,Graduate,No,7441,10968,84,360,1,Semiurban,Y
LP102790,Male,Yes,1,Graduate,No,3237,0,110,360,nan,Urban,Y
LP102791,Male,Yes,2,Not Graduate,No,3692,0,108,180,1,Urban,N
LP102792,Male,No,0,Not Graduate,No,2900,0,160,300,0,Semiurban,N
LP102793,Male,No,0,Graduate,No,4616,0,108,360,1,Semiurban,Y
LP102794,Male,No,0,Graduate,No,6782,800,380,360,1,Semiurban,Y
LP102795,Male,Yes,1,Graduate,No,4200,0,320,360,1,Urban,Y
LP102796,Male,Yes,2,Not Graduate,No,2600,2925,100,360,1,Semiurban,Y
LP102797,Male,Yes,0,Not Graduate,No,4945,1430,240,360,1,Semiurban,Y
LP102798,Male,Yes,2,Graduate,,6045,2054,56,360,1,Urban,N
LP102799,Male,Yes,0,Not Graduate,Yes,2600,0,100,360,1,Rural,Y
LP102800,Male,Yes,0,Graduate,No,5667,0,188,360,0,Urban,N
LP102801,Male,Yes,0,Graduate,No,19484,0,63,360,1,Urban,Y
LP102802,Male,No,0,Graduate,No,5746,4266,60,360,1,Rural,N
LP102803,Female,Yes,2,Graduate,No,8750,2064,124,360,1,Rural,Y
LP102804,Male,Yes,2,Not Graduate,No,7333,3440,111,360,1,Urban,Y
LP102805,Female,Yes,2,Not Graduate,No,2768,2083,113,360,1,Rural,Y
LP102806,Female,No,0,Graduate,No,9508,3334,290,360,1,Semiurban,Y
LP102807,Male,No,1,Graduate,No,5250,1950,125,nan,1,Semiurban,Y
LP102808,Male,No,0,Graduate,No,2698,1917,258,360,1,Semiurban,Y
LP102809,Male,No,,Graduate,No,4666,2785,175,360,1,Semiurban,Y
LP102810,Male,No,2,Graduate,No,2333,7210,135,360,1,Urban,Y
LP102811,Female,Yes,1,Graduate,No,3727,0,114,360,1,Rural,Y
LP102812,Male,Yes,,Graduate,No,17263,2500,nan,360,1,Urban,Y
LP102813,Male,No,2,Graduate,Yes,5667,1300,187,360,nan,Rural,Y
LP102814,Female,No,0,Not Graduate,No,3237,3806,100,360,1,Semiurban,Y
LP102815,Female,Yes,0,Graduate,No,5941,0,85,360,1,Urban,Y
LP102816,Male,Yes,0,Graduate,No,5923,4486,67,180,1,Rural,Y
LP102817,Male,Yes,2,Graduate,Yes,3500,0,124,360,1,Rural,N
LP102818,Male,No,0,Not Graduate,No,8334,1929,260,360,1,Semiurban,Y
LP102819,Male,Yes,0,Graduate,No,4467,0,113,360,1,Urban,Y
LP102820,Male,Yes,1,Graduate,No,4860,5302,480,360,0,Urban,N
LP102821,Female,No,0,Graduate,No,3691,0,81,180,1,Semiurban,Y
LP102822,Male,Yes,2,Graduate,No,11146,0,114,360,1,Rural,Y
LP102823,Male,Yes,2,Not Graduate,No,645,0,311,84,1,Urban,N
LP102824,Male,Yes,2,Not Graduate,Yes,2717,1483,90,360,1,Urban,N
LP102825,Male,Yes,0,Graduate,Yes,3208,2417,83,360,1,Semiurban,Y
LP102826,Male,No,2,Graduate,No,6822,0,135,360,1,Semiurban,N
LP102827,Male,No,2,Not Graduate,No,2237,0,120,360,1,Rural,Y
LP102828,Male,Yes,0,Graduate,No,4616,0,100,180,0,Semiurban,N
LP102829,Female,Yes,1,Graduate,No,4310,0,86,360,1,Urban,Y
LP102830,Male,Yes,0,Graduate,,2755,0,95,360,1,Urban,N
LP102831,Male,No,0,Graduate,No,9323,1330,110,360,1,Rural,N
LP102832,Male,Yes,0,Graduate,No,3900,2925,120,300,1,Rural,N
LP102833,Male,Yes,0,Graduate,No,2625,0,175,360,1,Semiurban,N
LP102834,Male,Yes,3+,Graduate,No,20233,2054,170,360,1,Rural,N
LP102835,Male,No,0,Graduate,No,3200,0,243,360,1,Rural,Y
LP102836,Male,Yes,0,Graduate,No,3166,0,173,360,1,Rural,Y
LP102837,Male,No,1,Graduate,Yes,4887,0,44,360,1,Urban,N
LP102838,Male,Yes,0,Not Graduate,No,7787,1950,128,360,nan,Rural,Y
LP102839,Female,No,0,Graduate,No,1000,0,480,240,1,Rural,N
LP102840,Male,Yes,0,Not Graduate,No,1820,0,100,360,1,Rural,N
LP102841,Male,Yes,3+,Graduate,No,2149,1872,436,360,1,Urban,Y
LP102842,Female,No,0,Graduate,No,2799,0,127,360,1,Rural,Y
LP102843,Male,No,0,Graduate,No,3180,1800,152,360,1,Rural,N
LP102844,Male,Yes,2,Graduate,No,7660,0,172,360,1,Semiurban,Y
LP102845,Male,Yes,0,Graduate,No,3625,0,120,360,1,Semiurban,N
LP102846,Female,Yes,1,Graduate,No,7167,0,138,360,1,Semiurban,N
LP102847,Male,Yes,1,Not Graduate,No,7250,1483,143,360,nan,Urban,N
LP102848,Male,Yes,3+,Graduate,No,7100,0,66,120,1,Rural,Y
LP102849,Male,Yes,0,Graduate,No,3086,1526,110,360,1,Urban,Y
LP102850,,No,,Graduate,No,5417,1255,128,360,1,Urban,Y
LP102851,Male,No,3+,Graduate,Yes,674,1456,130,360,1,Rural,Y
LP102852,Female,Yes,0,Graduate,No,4750,1526,150,360,1,Urban,Y
LP102853,,Yes,3+,Graduate,No,1875,2925,122,360,1,Semiurban,Y
LP102854,Male,Yes,0,Graduate,No,6000,0,184,360,1,Semiurban,Y
LP102855,Female,Yes,2,Not Graduate,No,6125,2857,56,360,1,Rural,Y
LP102856,Female,No,0,Graduate,No,1928,0,136,360,1,Urban,N
LP102857,Male,No,0,Graduate,No,3410,2785,88,nan,nan,Urban,Y
LP102858,Male,No,0,Graduate,No,3400,0,60,360,1,Semiurban,Y
LP102859,Male,Yes,0,Not Graduate,No,2281,2100,87,360,1,Urban,Y
LP102860,Male,No,0,Graduate,No,6250,1030,350,360,1,Semiurban,N
LP102861,Female,Yes,2,Graduate,No,3463,0,164,360,nan,Semiurban,Y
LP102862,Male,No,1,Graduate,,2500,0,115,360,1,Semiurban,N
LP102863,Male,No,2,Graduate,No,3620,0,67,360,0,Rural,N
LP102864,Male,Yes,0,Not Graduate,No,5849,2157,70,360,1,Urban,Y
LP102865,Male,Yes,0,Not Graduate,No,2435,1229,495,180,0,Semiurban,Y
LP102866,Male,Yes,3+,Graduate,No,5821,1600,150,360,1,Urban,N
LP102867,Male,Yes,3+,Not Graduate,No,3400,0,160,360,1,Semiurban,N
LP102868,Male,Yes,0,Not Graduate,No,2214,0,95,360,1,Urban,Y
LP102869,Male,Yes,0,Not Graduate,No,4707,1417,130,360,0,Rural,Y
LP102870,Male,Yes,2,Graduate,No,6277,5302,148,360,1,Urban,N
LP102871,Female,No,1,Graduate,No,4000,1430,112,360,1,Rural,Y
LP102872,Female,No,0,Graduate,Yes,4133,2500,104,360,0,Semiurban,Y
LP102873,Male,No,2,Graduate,No,5677,0,185,360,1,Urban,Y
LP102874,Male,Yes,0,Not Graduate,No,4554,0,58,360,1,Semiurban,Y
LP102875,Male,No,0,Not Graduate,No,12000,1666,137,360,1,Urban,N
LP102876,Male,Yes,1,Graduate,No,5391,3021,113,360,1,Rural,N
LP102877,Male,Yes,,Graduate,No,4100,0,196,360,nan,Semiurban,Y
LP102878,Male,Yes,0,Graduate,No,3333,0,216,360,1,Rural,Y
LP102879,Male,Yes,1,Graduate,No,2500,0,30,360,1,Urban,Y
LP102880,Female,Yes,1,Graduate,No,5780,1917,120,300,1,Urban,Y
LP102881,Male,No,0,Graduate,No,6250,0,133,360,1,Rural,N
LP102882,Male,Yes,0,Not Graduate,No,2479,2083,120,120,0,Semiurban,Y
LP102883,Male,Yes,0,Not Graduate,No,5124,0,121,360,nan,Semiurban,Y
LP102884,Male,No,2,Graduate,No,2873,1640,96,360,0,Semiurban,N
LP102885,Male,No,2,Graduate,No,81000,754,122,360,1,Urban,Y
LP102886,Male,Yes,2,Graduate,Yes,3541,2306,115,nan,1,Semiurban,Y
LP102887,Male,No,0,Not Graduate,No,4917,0,80,360,1,Semiurban,Y
LP102888,Male,Yes,,Graduate,No,2483,3333,75,360,1,Urban,N
LP102889,Male,Yes,1,Graduate,Yes,9833,1820,230,360,1,Urban,N
LP102890,Male,Yes,3+,Not Graduate,No,4124,1625,100,360,1,Urban,Y
LP102891,Male,Yes,0,Not Graduate,No,3418,0,185,360,1,Semiurban,N
LP102892,Male,Yes,0,Graduate,Yes,3417,0,88,360,1,Urban,N
LP102893,Male,No,0,Not Graduate,No,2499,0,187,360,1,Urban,Y
LP102894,Male,Yes,0,Graduate,No,9357,2166,259,360,1,Urban,Y
LP102895,Male,No,1,Graduate,No,10416,2840,81,120,1,Semiurban,Y
LP102896,Male,No,3+,Graduate,No,2132,0,209,360,1,Semiurban,N
LP102897,Male,Yes,0,Not Graduate,No,4124,2083,70,360,1,Urban,Y
LP102898,Male,Yes,0,Not Graduate,No,4583,0,260,360,0,Semiurban,Y
LP102899,Male,Yes,0,Graduate,,2507,0,155,360,1,Rural,Y
LP102900,Male,Yes,3+,Graduate,No,3541,0,164,360,1,Semiurban,Y
LP102901,Male,Yes,0,Graduate,No,8624,0,66,360,0,Urban,Y
LP102902,Female,Yes,1,Graduate,No,150,0,nan,360,1,Semiurban,N
LP102903,Male,Yes,0,Graduate,Yes,3900,0,130,360,1,Semiurban,Y
LP102904,Male,Yes,0,Not Graduate,No,1993,0,100,360,1,Rural,Y
LP102905,Male,Yes,0,Graduate,Yes,8566,2004,162,360,1,Rural,Y
LP102906,Male,No,0,Graduate,Yes,3000,0,150,360,nan,Semiurban,Y
LP102907,Male,No,0,Graduate,No,3340,1915,130,360,0,Urban,Y
LP102908,Male,Yes,,Graduate,No,4583,0,94,480,0,Urban,N
LP102909,Male,No,0,Not Graduate,No,4166,0,50,360,1,Rural,Y
LP102910,Male,No,0,Graduate,No,8334,1983,176,360,1,Urban,N
LP102911,Female,Yes,0,Graduate,No,2947,1376,102,360,1,Semiurban,Y
LP102912,Male,No,0,Graduate,No,2400,0,106,360,1,Urban,N
LP102913,Male,No,1,Graduate,No,6250,1542,137,240,1,Rural,Y
LP102914,Male,Yes,2,Graduate,Yes,5532,0,84,360,1,Rural,Y
LP102915,Male,No,0,Not Graduate,,2980,754,155,360,0,Urban,Y
LP102916,Male,Yes,0,Graduate,No,2653,0,200,360,1,Urban,Y
LP102917,Male,Yes,0,Graduate,No,4467,1030,308,360,nan,Urban,Y
LP102918,Female,No,3+,Graduate,No,2167,1000,35,360,0,Semiurban,Y
LP102919,Male,Yes,2,Graduate,No,2625,3600,139,360,1,Urban,Y
LP102920,Male,Yes,0,Graduate,Yes,3417,0,132,360,0,Semiurban,N
LP102921,Male,No,2,Graduate,No,7583,0,132,360,nan,Semiurban,Y
LP102922,Male,No,0,Graduate,Yes,6500,2985,103,120,1,Rural,Y
LP102923,Male,Yes,3+,Graduate,No,3073,0,95,360,1,Rural,Y
LP102924,Male,Yes,0,Graduate,No,6250,5064,120,360,1,Urban,N
LP102925,Male,No,0,Not Graduate,Yes,3948,2083,136,480,nan,Semiurban,Y
LP102926,Male,No,0,Graduate,No,5503,0,176,360,1,Semiurban,Y
LP102927,Male,Yes,2,Graduate,,3406,2416,110,nan,nan,Urban,Y
LP102928,Male,Yes,0,Graduate,No,20667,0,nan,360,1,Rural,Y
LP102929,Male,No,2,Graduate,No,5488,2250,148,360,1,Urban,N
LP102930,Male,Yes,0,Graduate,,7660,2275,133,360,1,Rural,Y
LP102931,Male,Yes,0,Graduate,No,5746,3806,480,360,1,Rural,Y
LP102932,Male,Yes,0,Graduate,Yes,15759,3369,66,180,0,Rural,Y
LP102933,Female,Yes,1,Graduate,No,3510,0,127,360,1,Urban,Y
LP102934,Male,Yes,1,Not Graduate,No,4333,0,nan,180,1,Urban,N
LP102935,Female,Yes,0,Graduate,No,2550,2087,nan,nan,1,Semiurban,N
LP102936,Male,Yes,0,Graduate,No,5000,1255,110,360,nan,Rural,Y
LP102937,Male,Yes,1,Graduate,No,4843,0,154,180,1,Semiurban,N
LP102938,Male,Yes,2,Graduate,,2130,0,210,360,1,Rural,N
LP102939,Female,No,0,Not Graduate,No,7250,0,nan,360,1,Urban,Y
LP102940,Male,Yes,0,Graduate,Yes,3418,1260,120,360,1,Semiurban,N
LP102941,Male,No,3+,Graduate,No,4692,0,350,360,1,Urban,Y
LP102942,Male,,0,Graduate,No,5821,0,129,360,1,Rural,Y
LP102943,Female,Yes,0,Graduate,No,2400,0,96,360,1,Urban,Y
LP102944,Male,No,0,Not Graduate,No,2492,0,259,360,nan,Urban,Y
LP102945,Male,Yes,3+,Graduate,No,2239,3806,308,360,0,Semiurban,Y
LP102946,Male,Yes,0,Not Graduate,No,4758,4167,nan,360,1,Semiurban,Y
LP102947,Male,Yes,0,Not Graduate,Yes,5167,0,93,360,nan,Rural,N
LP102948,Female,Yes,1,Graduate,No,4758,1300,93,360,1,Semiurban,N
LP102949,Male,No,1,Graduate,No,9504,1783,120,360,1,Rural,Y
LP102950,Male,No,0,Graduate,No,2799,2087,205,36,1,Urban,N
LP102951,Male,No,2,Not Graduate,No,4583,0,124,360,1,Urban,Y
LP102952,Male,Yes,0,Graduate,Yes,7200,1987,96,180,1,Semiurban,Y
LP102953,Male,No,0,Graduate,No,6125,0,700,360,1,Semiurban,Y
LP102954,Male,Yes,1,Graduate,,10047,2004,112,360,1,Rural,N
LP102955,Male,Yes,1,Graduate,No,3704,0,110,360,1,Semiurban,Y
LP102956,Female,Yes,0,Graduate,No,6000,2500,160,360,1,Rural,Y
LP102957,Female,Yes,0,Graduate,No,210,2569,209,360,1,Semiurban,N
LP102958,Male,Yes,1,Graduate,No,3208,1843,200,360,1,Semiurban,Y
LP102959,Male,Yes,0,Graduate,No,9963,6250,48,360,1,Semiurban,Y
LP102960,Male,Yes,0,Graduate,No,4310,0,100,360,1,Semiurban,Y
LP102961,Male,No,1,Graduate,No,2929,5625,258,360,1,Semiurban,Y
LP102962,Male,Yes,0,Graduate,No,6700,7873,138,360,1,Rural,Y
LP102963,Female,Yes,0,Graduate,Yes,2479,0,132,360,1,Urban,Y
LP102964,Male,Yes,0,Graduate,,3365,7166,150,360,1,Semiurban,N
LP102965,Male,Yes,2,Graduate,No,3246,1632,123,360,1,Semiurban,Y
LP102966,Male,Yes,2,Graduate,No,3153,0,167,360,1,Rural,Y
LP102967,Male,No,0,Not Graduate,No,7901,1987,118,360,1,Urban,N
LP102968,Male,Yes,0,Graduate,,4095,0,105,360,1,Rural,Y
LP102969,Male,Yes,3+,Graduate,No,2927,0,173,360,1,Urban,Y
LP102970,Female,Yes,1,Not Graduate,Yes,9833,0,600,360,1,Rural,N
LP102971,Male,No,0,Graduate,No,3029,2254,128,360,1,Urban,Y
LP102972,Male,Yes,0,Not Graduate,No,2583,0,119,360,0,Urban,Y
LP102973,Male,Yes,2,Graduate,No,3159,2157,90,360,1,Rural,N
LP102974,Female,No,0,Graduate,No,5191,1811,182,360,0,Rural,Y
LP102975,Male,No,2,Not Graduate,No,4885,1793,100,360,1,Rural,Y
LP102976,Male,No,0,Graduate,No,2920,7210,30,360,0,Semiurban,Y
LP102977,Male,No,3+,Graduate,No,9357,2531,115,360,0,Semiurban,Y
LP102978,Male,Yes,1,Graduate,,4000,0,320,360,1,Urban,Y
LP102979,Female,No,2,Not Graduate,No,10408,3750,172,360,nan,Semiurban,Y
LP102980,Male,No,1,Graduate,Yes,4600,2250,141,360,1,Semiurban,Y
LP102981,Male,No,2,Graduate,No,3418,0,194,360,0,Urban,Y
LP102982,Male,No,2,Graduate,No,150,0,113,360,1,Semiurban,Y
LP102983,Male,Yes,0,Graduate,No,6000,2333,124,360,1,Semiurban,N
LP102984,Male,Yes,0,Graduate,No,3865,1280,182,360,1,Semiurban,Y
LP102985,Male,Yes,1,Not Graduate,No,8333,2079,236,360,0,Semiurban,Y
LP102986,Male,No,2,Graduate,No,4860,2531,160,180,1,Semiurban,N
LP102987,Male,Yes,0,Graduate,No,3103,5266,76,360,0,Urban,Y
LP102988,Male,Yes,0,Not Graduate,Yes,16250,0,76,360,1,Urban,N
LP102989,Male,Yes,1,Graduate,,5829,3167,110,360,1,Semiurban,Y
LP102990,Male,Yes,0,Graduate,,5050,7101,188,360,1,Rural,Y
LP102991,Male,Yes,0,Graduate,No,2366,1667,96,360,1,Semiurban,Y
LP102992,Female,Yes,1,Graduate,,4843,0,100,360,1,Urban,Y
LP102993,Male,Yes,2,Graduate,No,3427,1500,108,360,1,Urban,Y
LP102994,Male,Yes,0,Graduate,Yes,2071,0,135,360,1,Semiurban,N
LP102995,Male,Yes,0,Graduate,,3902,0,45,360,1,Semiurban,Y
LP102996,Female,Yes,2,Graduate,No,6133,1800,25,360,1,Rural,Y
LP102997,Male,Yes,0,Not Graduate,No,4160,0,243,360,1,Semiurban,Y
LP102998,Male,Yes,1,Graduate,No,3033,3850,158,360,1,Rural,Y
LP102999,Female,Yes,0,Graduate,No,5000,1459,109,360,1,Semiurban,Y
LP103000,Male,Yes,0,Graduate,No,3254,1424,nan,360,1,Semiurban,N
LP103001,Male,No,3+,Graduate,,2500,0,154,360,1,Urban,Y
LP103002,Male,Yes,0,Not Graduate,No,6000,4167,134,360,nan,Semiurban,N
LP103003,Male,Yes,0,Graduate,No,2479,0,187,360,1,Urban,N
LP103004,Male,Yes,0,Graduate,Yes,3232,1983,133,360,1,Rural,Y
LP103005,Male,No,3+,Graduate,No,3089,0,115,360,0,Semiurban,Y
LP103006,Male,Yes,2,Not Graduate,No,4160,0,258,180,0,Urban,Y
LP103007,Male,Yes,3+,Not Graduate,No,39147,1560,108,360,1,Urban,Y
LP103008,Male,Yes,3+,Graduate,No,2330,2531,267,60,0,Rural,Y
LP103009,Male,No,0,Not Graduate,No,2253,0,131,360,1,Urban,N
LP103010,Male,Yes,0,Graduate,No,3015,20000,113,360,1,Semiurban,N
LP103011,Male,No,0,Not Graduate,Yes,2333,0,134,180,1,Rural,Y
LP103012,Male,Yes,0,Graduate,No,1993,0,260,360,1,Semiurban,Y
LP103013,Female,Yes,1,Not Graduate,No,2577,1640,76,360,1,Urban,N
LP103014,Male,Yes,1,Graduate,No,11000,0,128,360,1,Rural,Y
LP103015,Male,Yes,1,Graduate,No,2769,2925,132,360,1,Urban,N
LP103016,Male,Yes,0,Graduate,No,4300,3369,117,360,1,Semiurban,Y
LP103017,Male,Yes,0,Graduate,No,5042,0,200,360,1,Rural,N
LP103018,Male,No,1,Not Graduate,No,4467,2524,255,84,1,Semiurban,N
LP103019,Male,Yes,0,Graduate,No,8666,0,158,360,1,Semiurban,N
LP103020,Male,Yes,1,Graduate,No,3522,2925,350,360,1,Rural,Y
LP103021,,Yes,0,Graduate,No,20667,1040,80,360,1,Semiurban,Y
LP103022,Male,Yes,1,Graduate,No,8334,1447,185,nan,1,Rural,N
LP103023,Male,Yes,1,Graduate,No,3539,0,151,360,0,Semiurban,Y
LP103024,Female,Yes,0,Graduate,No,8300,3000,205,480,1,Urban,N
LP103025,Male,No,0,Graduate,Yes,3652,2134,134,nan,1,Urban,Y
LP103026,Female,Yes,0,Graduate,No,2889,1710,214,360,1,Semiurban,N
LP103027,Female,Yes,0,Not Graduate,Yes,2500,0,73,360,1,Semiurban,Y
LP103028,Male,Yes,2,Graduate,No,1759,4196,105,12,1,Semiurban,N
LP103029,Male,Yes,0,Graduate,No,11250,0,128,360,1,Semiurban,Y
LP103030,Male,Yes,0,Graduate,No,2833,0,162,360,1,Urban,N
LP103031,Male,Yes,0,Graduate,No,8000,0,81,360,1,Rural,Y
LP103032,Male,No,1,Graduate,No,4554,4000,40,360,1,Urban,Y
LP103033,Male,No,0,Not Graduate,Yes,2971,3300,131,360,1,Urban,Y
LP103034,Male,Yes,0,Graduate,No,2500,3263,81,360,0,Urban,Y
LP103035,Male,Yes,,Graduate,No,2609,20000,150,360,nan,Urban,N
LP103036,Male,No,0,Graduate,No,4923,0,158,360,1,Urban,Y
LP103037,Male,Yes,0,Graduate,,2647,1560,211,360,1,Semiurban,Y
LP103038,Male,No,2,Not Graduate,No,4333,0,137,360,0,Rural,N
LP103039,Male,Yes,0,Graduate,No,6125,2531,182,360,1,Semiurban,N
LP103040,Male,No,0,Graduate,No,6277,11300,97,360,1,Rural,N
LP103041,Female,Yes,0,Graduate,No,6700,0,304,480,1,Semiurban,Y
LP103042,Male,No,1,Graduate,No,15759,0,130,300,1,Rural,Y
LP103043,Male,Yes,0,Not Graduate,Yes,2600,2400,70,360,1,Semiurban,Y
LP103044,Male,Yes,1,Graduate,No,5941,484,120,360,1,Rural,N
LP103045,Male,Yes,0,Graduate,No,3620,1587,94,360,nan,Semiurban,Y
LP103046,Male,Yes,3+,Graduate,No,3073,0,125,300,1,Rural,Y
LP103047,Male,Yes,3+,Graduate,No,4606,1330,290,180,1,Semiurban,Y
LP103048,Male,No,2,Graduate,No,2297,5624,122,360,1,Semiurban,Y
LP103049,Male,No,1,Not Graduate,,1820,0,71,360,1,Semiurban,N
LP103050,Male,Yes,0,Graduate,No,3430,0,102,360,1,Rural,N
LP103051,Female,No,1,Graduate,No,2221,0,157,180,1,Urban,Y
LP103052,Male,No,0,Graduate,No,11417,4595,108,180,1,Rural,Y
LP103053,Male,Yes,2,Graduate,No,8566,0,136,84,1,Rural,Y
LP103054,Male,Yes,0,Not Graduate,No,1378,0,137,360,1,Urban,Y
LP103055,Male,Yes,0,Graduate,No,16525,1522,113,360,1,Rural,N
LP103056,Male,Yes,3+,Graduate,No,2492,1591,136,360,1,Semiurban,Y
LP103057,Male,Yes,0,Not Graduate,No,2957,4232,173,360,1,Rural,Y
LP103058,Male,Yes,0,Not Graduate,No,3244,0,139,360,1,Semiurban,N
LP103059,Male,Yes,0,Graduate,No,4166,2033,165,360,1,Urban,Y
LP103060,Female,No,3+,Graduate,No,4000,0,115,360,0,Semiurban,Y
LP103061,Male,Yes,2,Graduate,No,3875,3583,180,360,1,Semiurban,Y
LP103062,Male,Yes,0,Graduate,No,4106,0,116,180,1,Urban,Y
LP103063,Female,Yes,0,Graduate,No,5923,0,125,360,1,Rural,N
LP103064,Male,Yes,2,Graduate,Yes,3600,0,26,360,0,Semiurban,Y
LP103065,Male,No,3+,Graduate,No,4100,2302,236,360,1,Rural,Y
LP103066,Male,Yes,2,Graduate,No,3200,20000,160,360,0,Rural,Y
LP103067,Male,No,2,Not Graduate,No,3326,0,700,360,0,Urban,N
LP103068,Female,No,2,Graduate,No,3510,3683,113,360,1,Semiurban,Y
LP103069,Male,Yes,3+,Graduate,No,4180,0,144,360,1,Rural,Y
LP103070,Male,Yes,0,Graduate,No,6125,3683,100,360,1,Semiurban,N
